Boruc | is | Polish
Boruc 's debut | came in | friendly against Republic of Ireland
Boruc 's debut | came with | match
Boruc 's debut | came | coming on as substitute for Jerzy Dudek
Boruc | made | his first appearance for Poland
his third cap | friendly against | United States
Boruc | made | his appearance for Poland
Boruc | made | his first appearance
Boruc | made | his first starting appearance for Poland
Boruc | made | his starting appearance for Poland
his | cap | friendly on 12 July 2004 in Chicago against United States
his third cap | friendly in | Chicago
Boruc | made | his starting appearance
his third cap | friendly on | 12 July 2004
Boruc | made | his appearance
Boruc | made | his first starting appearance
Boruc | saved penalty in | minute from striker Brian McBride
Boruc | saved penalty in | 11th minute from striker Brian McBride
Boruc | saved | penalty
Boruc | saved penalty in | minute
Boruc | saved penalty in | 11th minute from American striker Brian McBride
Boruc | saved penalty in | minute from American striker Brian McBride
Boruc | saved penalty in | 11th minute
Boruc | was selected to | squad for 2006 FIFA World Cup finals held in Germany
Boruc | soon established | himself
Boruc | was selected to | 23-men squad for 2006 FIFA World Cup finals
Boruc | was selected to | squad
Boruc | was selected to | national squad for 2006 FIFA World Cup finals
Boruc | was selected to | national squad
Boruc | was selected to | squad for 2006 FIFA World Cup finals
Boruc | was selected to | national squad for 2006 FIFA World Cup finals held
Boruc | established | himself
Boruc | was selected to | 23-men national squad
Boruc | was selected to | squad for 2006 FIFA World Cup finals held
Boruc | was selected to | 23-men national squad for 2006 FIFA World Cup finals held
Boruc | was | selected
Boruc | was selected to | 23-men squad for 2006 FIFA World Cup finals held in Germany
Boruc | was selected to | 23-men national squad for 2006 FIFA World Cup finals held in Germany
Boruc | was selected to | national squad for 2006 FIFA World Cup finals held in Germany
Boruc | was selected to | 23-men squad
Boruc | was selected to | 23-men national squad for 2006 FIFA World Cup finals
Boruc | was selected to | 23-men squad for 2006 FIFA World Cup finals held
He | was | goalkeeper
He | was | first-choice goalkeeper
He | was first-choice goalkeeper during | World Cup
He | was goalkeeper during | World Cup
Boruc | was particularly outstanding in | game against Germany
Boruc | was outstanding in | game against Germany
Boruc | was outstanding in | game
he | was | unable
Boruc | was | outstanding
Boruc | was | particularly outstanding
Boruc | was particularly outstanding in | game
Boruc | remained | first choice goalkeeper
Boruc | was | named
Boruc | was named in | Poland 's UEFA Euro 2008 squad
Boruc | remained | choice goalkeeper
Poland | in | UEFA Euro 2008 squad
Poles | penalty in | 92nd minute
Poles | conceded | penalty
He | played | their game against Germany
He | played | their first game
He | held | his place
penalty | level | game
He | played | their game
penalty | is in | 92nd minute
Poles | conceded | penalty in minute
He | played | their first game against Germany
Poles | conceded | penalty in 92nd minute
Poles | penalty in | minute
he | leading to | score of 1 1
he | leading to | score 1
he | leading to | final score of 1 1
he | saved | three shots
he | leading to | final score 1
He | was nicknamed | Spaceman during tournament
He | was nicknamed | Spaceman
He | Spaceman by | Austrian press
He | was | nicknamed
He | was nicknamed | Spaceman by Austrian press
He | Spaceman by | press
He | Spaceman during | tournament
He | was nicknamed | Spaceman by press during tournament
He | was nicknamed | Spaceman by Austrian press during tournament
He | was nicknamed | Spaceman by press
late 1970s | from striker is | Zbigniew Boniek
striker | criticised | Poland 's team performance
famous striker | criticised | Poland 's team performance
striker | describing | him
Poland | has | team performance
Polish striker | criticised | Poland 's team performance
Polish striker | describing | him
famous Polish striker | criticised | Poland 's team performance
famous striker | describing | him
famous Polish striker | describing | him
Boruc | incurred wrath in | August 2008
he | went | two teammates
Boruc | incurred | wrath
Boruc | incurred | wrath of manager Leo Beenhakker
he | went | teammates
Dariusz Dudka | were | As result suspended by Beenhakker for next two internationals
Dariusz Dudka | were suspended As | result
Dariusz Dudka | were | As result all suspended by Beenhakker for next two internationals
Dariusz Dudka | were | As result suspended for two internationals
Dariusz Dudka | were | As result all suspended for next two internationals
Dariusz Dudka | were | all suspended by Beenhakker for next two internationals
Dariusz Dudka | were | suspended by Beenhakker for two internationals
Dariusz Dudka | were | As result all suspended by Beenhakker
Dariusz Dudka | were all suspended for | next two internationals
Dariusz Dudka | were | As result all suspended for two internationals
Dariusz Dudka | were suspended by | Beenhakker
Dariusz Dudka | were | As result suspended by Beenhakker
Dariusz Dudka | were all suspended for | two internationals
Dariusz Dudka | were | As result suspended by Beenhakker for two internationals
Dariusz Dudka | were | suspended
Dariusz Dudka | were | suspended by Beenhakker for next two internationals
Dariusz Dudka | were suspended for | two internationals
Dariusz Dudka | were suspended for | next two internationals
Dariusz Dudka | suspended | Radosław Majewski
Dariusz Dudka | were | As result all suspended by Beenhakker for two internationals
Dariusz Dudka | were all suspended As | result
Dariusz Dudka | were all suspended by | Beenhakker
Dariusz Dudka | all suspended | Radosław Majewski
Dariusz Dudka | were | As result suspended for next two internationals
Dariusz Dudka | were | all suspended by Beenhakker for two internationals
Dariusz Dudka | were | all suspended
Boruc | continued | choice falling from favour under Beenhakker 's successor
Boruc | continued | regular choice falling again in October 2010 under Beenhakker 's successor as Poland manager
choice | falling under | Beenhakker successor
Boruc | continued | choice falling from favour in October 2010 under Beenhakker 's successor as Poland manager
Boruc | continued | regular choice falling in October 2010 under Beenhakker 's successor as Poland manager
Boruc | continued | choice falling again in October 2010 under Beenhakker 's successor
Boruc | continued | choice falling from favour again in October 2010 under Beenhakker 's successor
Boruc | continued | choice falling under Beenhakker 's successor as Poland manager
Boruc | continued | regular choice falling under Beenhakker 's successor as Poland manager
Boruc | continued | regular choice falling from favour under Beenhakker 's successor
choice | falling under | Beenhakker successor Poland manager
Boruc | continued | choice falling again in October 2010
Boruc | continued | choice falling from favour again in October 2010
choice | falling in | October 2010
choice | falling again under | Beenhakker successor
Boruc | continued | choice falling in October 2010 under Beenhakker 's successor
Boruc | continued | choice falling from favour under Beenhakker 's successor as Poland manager
Boruc | continued | choice falling from favour again
Boruc | continued | regular choice falling from favour
Boruc | continued | choice falling again under Beenhakker 's successor as Poland manager
Boruc | continued | choice
Boruc | continued | regular choice falling from favour again under Beenhakker 's successor
choice | falling again from | favour
regular choice | falling from | favour
Boruc | continued | regular choice falling from favour again under Beenhakker 's successor as Poland manager
Boruc | continued | regular choice falling again
Boruc | continued | choice falling again under Beenhakker 's successor
Boruc | continued | choice falling in October 2010
Boruc | continued | choice falling again in October 2010 under Beenhakker 's successor as Poland manager
regular choice | falling again under | Beenhakker successor
regular choice | falling again from | favour
Boruc | continued | choice falling under Beenhakker 's successor
